Employee ID,First Name,Last Name,Department,Salary,Hire Date,Age,Gender,Performance Score,Full-Time,Bonus,Marital Status,Education Level,Work Experience (Years),Employee Type,Office Location,Project Count,Last Promotion Year,Remote Work Status,Annual Training Hours,Manager Feedback Score
10827,Joy,Kimani,Marketing,89875,2011-10-22 00:00:00,38,Male,7,No,KES 4915.07,Single,PhD,25,Permanent,Tokyo,2,2023,Hybrid,145,2.1
10828,Nancy,Achieng,IT,77653,2001-09-14 00:00:00,55,Male,6,No,8113.59,Divorced,High School,22,Intern,Nairobi,17,2019,Onsite,126,
10829,Harun,Mugambi,Sales,46740,2012-03-06 00:00:00,41,male,9,No,3658.74,Divorced,Master's,7,Contract,Nairob,3,2022,Hybrid,124,1.8
10830,Wairimu,Barasa,Sales,,2013-02-08 00:00:00,37,MALE,4,No,1896.49,Married,Master's,6,Permanent,,7,2018,On-Site,86,4
10831,Wanjiku,Wekesa,IT,94559,2018-09-01 00:00:00,31,Female,1,,8797.8,Single,PhD,36,Permanent,San Fransisco,16,2022,Hybrid,198,3.6
10832,Xavier,Wafula,Ops,49465,2012-12-09 00:00:00,55,Male,5,Yes,2515.24,Single,Bachelor's,22,Permanent,Berlin,9,2016,Fully Remote,124,4.7
10833,Felix,Onyango,HR,81432,2006-06-30 00:00:00,64,Male,6,Yes,3293.28,Widwowed,Associate's,35,Temporary,New York,18,2011,Hybrid,165,4.3
10834,Yara,Muli,Operations,34131,2008-01-27 00:00:00,31,Female,6,Full time,7212.61,Widowed,High School,33,Permanent,New York,0,2015,Fully Remote,109,3.8
,Wairimu,Mwangi,Operations,40652,2009-01-12 00:00:00,51,Male,1,Yes,6993.73,Widowed,Master's,21,Contract,Berlin,1,2023,Hybrid,86,2.3
10836,Felix,,HR,94973,2003-03-14 00:00:00,thirty,Female,7,No,8103.8,Widowed,Associate's,11,Intern,San Fransisco,,2013,On-Site,96,3
10837,Noah,Kiprotich,Finance,117043,2017-08-30 00:00:00,46,Female,8,NO,,Married,Master's,13,Intern,New York,14,2017,Hybrid,167,4.8
10838,Quincy,Njoki,Ops,77147,2013-01-01 00:00:00,64,Female,5,Yes,3846.66,Divorced,Master's,3,Permanent,Nairobi,0,2021,Hybrid,169,1.1
10839,Esther,Atieno,IT,77671,2017-08-07 00:00:00,35.5,Female,2,No,1695.89,Married,Master's,13,Contract,Nairobi,N/A,2017,On-Site,44,5.5
10840,Esther,Atieno,HR,119342,2001-01-26 00:00:00,28,Male,2,No,5639.87,Widowed,Associate's,34,Intern,San Francisco,7,2010,On-Site,140,2
10840,David,Bett,Marketing,49171,2010-06-06 00:00:00,41,Female,5,No,3279.42,Divorced,PhD,28,Permanent,San Francisco,0,2017,Hybrid,58,1.7
10842,Nancy,Odhiambo-Jr,Finance,116129,2006-08-04 00:00:00,38,Male,7,Yes,7044.89,Single,Associate's,34,Contract,New York,9,2019,On-Site,93,1.9
10843,Grace,Ndegwa,HR,85692,2013-04-26 00:00:00,24,Male,7,yes,503.27,Single,Associate's,32,Contract,Tokyo,16,2016,Onsite,139,1.2
10844,Lilian  Ann,Musyoka,Operations,88541,2013-05-24 00:00:00,35.5,Male,4,yes,1066.99,Widowed,Bachelor's,N/A,Intern,Nairobi,17,2023,Hybrid,6,5
10845,Stella,Wafula,Finance,39470,2013-10-06 00:00:00,57,Male,3,Yes,4609.32,Single,Bachelor's,24,Permanent,Nairobi,15,2023,Fully Remote,101,4.5
10846,Yusuf,Muthama,IT,91344,2016-08-10 00:00:00,47,Male,9,No,9602.75,Married,PhD,1,Contract,Berlin,1,2010,Hybrid,60,3.1
10847,Nancy,Wekesa,Finance,74308,2011-08-31 00:00:00,31,Male,7,Yes,8963.09,Married,Bachelor's,24,Intern,Nairobi,16,2012,Hybrid,108,3.9
10848,Queen,Awino,Finance,80639,2013-03-21 00:00:00,55,Female,2,No,9943.09,Married,PhD,3,Intern,Tokyo,3,2023,Fully Remote,128,3.2
10849,Amina,Cherono-Jr,IT,51326,2001-08-03 00:00:00,35,Male,1,Yes,4459.89,Single,Master's,17,Intern,San Francisco,6,2014,Hybrid,189,4.2
10850,Valerie,Karanja,finance,34597,2002-03-31 00:00:00,29,Female,2,no,942.4,Single,Master's,7,Intern,San Francisco,8,2012,Hybrid,181,4.4
10851,Yusuf,Kamau,IT,60788,2003-06-01 00:00:00,48,Male,3,Yes,3406.58,Single,Associate's,55,Intern,Berlin,2,2012,On-Site,129,1.9
10852,George,Nyambura,Finance,95020,2000-05-03 00:00:00,,Female,5,No,6919.82,Divorced,Master's,19,Contract,San Francisco,19,2010,Hybrid,82,2.8
10853,Wanjiku,Wafula,IT,79477,2016-08-11 00:00:00,36,Female,3,Yes,1784.06,Single,Bachelor's,24,Intern,London,4,2017,Fully Remote,12,3.5
10854,Amina,Muthoni,Sales,63071,2012-02-26 00:00:00,58,Male,9,Yes,3349.74,Married,High School,9,Permanent,San Francisco,17,2018,Fully Remote,,4.9
10855,Samuel,Odhiambo,HR,100603,2019-02-30,43,Female,4,No,1033.58,Single,Associate's,15,Permanent,Nairobi,16,2014,hybrid,195,3.7
10855,Samuel,Odhiambo,HR,100603,2019-02-30,43,Female,4,No,1033.58,Single,Associate's,15,Permanent,Nairobi,16,2014,hybrid,195,3.7
10857,Miriam,Makori,Human Resources,$100560,2008-07-20 00:00:00,23,Male,4,Yes,2484.75,Widowed,Master's,17,Intern,Londn,13,2010,Hybrid,92,4.4
10858,Daisy,Bett,Finance,KES 103251,2011-07-26 00:00:00,52,Male,3,No,1366.86,Married,Associate's,55,Intern,London,14,2018,Hybrid,178,3.3
10859,Oscar,Bett,HR,87492,,35,Male,1,No,4406.55,Widowed,Associate's,9,Contract,Tokyo,13,2023,Hybrid,71,4.6
10860,Chebet,Ochieng,H.R,,2018-08-14 00:00:00,31,Male,9,No,3836.64,Single,High Sch,38,Intern,Tokio,8,2010,Fully Remote,121,2.5
10861,Yusuf,Langat,Marketing,106762,2008-10-03 00:00:00,51,Male,1,Yes,5606.42,Single,Master's,19,Intern,Tokyo,15,2018,Fully Remote,178,5.5
10862,Abdi,Karanja,Operations,65399,2007-08-17 00:00:00,57,Male,1,Yes,7615.87,Divorced,PhD,8,Permanent,New York,18,2012,On-Site,82,4.1
10863,Zachary,wanjala,IT,108948,2019-05-23 00:00:00,61,Male,1,Yes,1569.4,Widowed,Associate's,6,Intern,London,0,2012,Hybrid,71,1.5
10864,Terry,Barasa,IT,87439,2005-10-19 00:00:00,36,Male,5,Yes,8015.69,Widowed,,38,Contract,London,7,2022,Fully Remote,46,2.2
10865,Kevin,Karanja,HR,74415,2017-07-26 00:00:00,35,Female,7,Yes,749.75,Widowed,Associate's,21,Permanent,San Fransisco,17,2013,Hybrid,68,3.4
10866,Caleb,Nyambura,Sales,,2003-04-25 00:00:00,52,Male,7,No,4709.47,Widowed,Associate's,29,Contract,Remote,1,2014,Fully Remote,132,2.7
10867,Faith,Kiprotich,Marketing,32369,2002-10-23 00:00:00,50,Female,Excellent,Yes,6080.59,Married,Bachelor's,34,Contract,SF,3,2015,fully remote,77,4.8
10868,Grace,Mugambi,Operations,30528,2014-10-18 00:00:00,48,Male,6,No,9591.49,Married,PhD,12,Intern,Berlin,0,2023,On-Site,185,4.8
10869,Vincent,Onyango,HR,60314,2011-04-10 00:00:00,99,Male,9,Yes,5952.27,Single,Associate's,39,Intern,London,18,2015,Hybrid,94,3
10870,Timothy,Maina,IT,48047,05-07-20,30,Female,6,Yes,2008.12,Widowed,Masters,32,Permanent,Berlin,ten,2019,On-Site,11,3.2
10870,James,Maina,Marketing,49748,2014-11-12 00:00:00,41,Male,4,No,5416.65,Divorced,Associate's,6,Contract,Tokyo,5,2022,On-Site,11,3.9
10872,JAMES,Kamau,Operations,$65109,2019-03-20 00:00:00,56,Female,9,Yes,4259.95,Single,Master's,17,Contract,Nairobi,18,2022,On-Site,126,2.8
10873,Peter,Cherono,Finance,43919,2015-04-28 00:00:00,36,Female,3,Yes,5053.88,Single,Bachelor's,32,Intern,Berlin,13,2018,On-Site,168,1.8
10874,Pauline,Karanja,Marketing,77498,2001-05-12 00:00:00,45,Male,4,No,2372.42,Married,Associate's,8,Contract,Nairobi,18,2010,On-Site,120,4
10875,Beatrice,Were,Ops,85808,2012-05-26 00:00:00,37,Female,4,No,5257.86,Single,Associate's,55,Contract,Nairobi,12,2018,On-Site,17,Good
10876,Terry,Juma,HR,110792,2007-09-06 00:00:00,57,Male,4,Yes,1925.38,Married,Master's,29,Contract,New York,11,2013,On-Site,199,2
